Cohort,Retreat,OL Fall,OL Spring,Activities Count,NGSC Activities,civ mil count,service count,culture count
T3,Yes,Yes,yes,3,"Service - Luv Life Vision Board Workshop,NGSC Culture - Section 1: Roadmap to Intersectionality,Civ-Mil  - Meeting the Moment: The Next Generation of Service",1,2,1
3,Yes,Yes,yes,5,"Service - Saint Mary's Food Bank,Service - Feed My Starving Children,Civ-Mil  - Meeting the Moment: The Next Generation of Service,Civ-Mil  - Meeting the Moment: The Next Generation of Service.?? ,NGSC Culture - NGSC Connect by the Innovation Committee",1,2,1
5,Yes,Yes,yes,4,"Civ-Mil  - MT 3&4 Civ-Mil Discussion,NGSC Culture - Petting Zoom,Service - Sewing Masks for UMOM,Service - Sewing Masks for Healthcare Workers",1,2,1
T3,Yes,Yes,yes,7,"Service - Garden Volunteer Workday,Service - Garden Volunteer Workday,Service -  Leadership During a Crisis ,NGSC Culture - Meet the Moment,Civ-Mil  - Leadership Panel During a Crisis ,Service - Volunteer Garden Workdays,Service - Volunteering",0,3,1
5,Yes,Yes,yes,4,"Service - St. Josephs the Worker,Service - AIDS walk ,""Civ-Mil  - PBS - The War, Letter from Directors"",NGSC Culture - Healthcare Professionals Panel video and/or articles",1,3,1
2,YES,Yes,yes,4,"Service - Community Service Event with Eide Bailly and St. Mary’s Food Bank,NGSC Culture - Spring On-Leadership Seminar,Service - Cards for Brookdale Tempe Senior Living Center,Civ-Mil  - Profiles in Service: It Takes a Nation",1,2,1
5,Yes,Yes,yes,4,"Civ-Mil  - U.S. Air Force National Museum Virtual Tour,Service - Emergency Food Box Packing - Winter '20,NGSC Culture - Zero Waste Hacks via Zoom,Service - FreeRice.com",1,2,1
5,No,Yes,yes,4,"Service - Project C.U.R.E.,NGSC Culture - Participation on Event Planning Committee,Service - Zooniverse Research ,Civ-Mil  - Leadership In Crisis Planning and Crisis Decision making",1,2,1
2,no,yes ,yes,3,"NGSC Culture - Travel the world ,Service - Tutor/Mentorship,Civ-Mil  - History- veteran stories ",1,2,1
2,YES,Yes,yes,4,"NGSC Culture - Leadership Seminar,Civ-Mil  - Profiles in Service,Service - Fundraising Work out,Service - Tutor",1,2,1
5,No,yes,yes,4,"Civ-Mil  - meeting in the moment ,NGSC Culture - McCain Institute ,Service - Adopt a family,Service - miracle league ",1,2,1
2,YES,Yes,yes,4,"Civ-Mil  - Bleich Lecture,NGSC Culture - Leadership and Internship Networking Session at On Leadership Tabling,Service - Career Village,Service - Beluga Bits",1,2,1
2,yes,Yes,yes,4,"Civ-Mil  - Meeting the Moment: Leadership During a Crisis Panel Series,NGSC Culture - Profiles in Service- It takes a nation,Service - Feed my starving children,Service - Masking Making",1,2,2
T2,YES,Yes,yes,2,"Civ-Mil  - Leaders in a Time of Crisis,NGSC Culture - NGSC Town Hall",1,2,1
5,Yes,Yes,no,0,,0,0,0
4,Yes,Yes,yes,4,"Service - Tabling with Defend Our Future,NGSC Culture - Healthcare Professionals Panel video (MT #16),Civ-Mil  - Trump and His Generals: The Cost of Chaos,Service - Defend Our Future tabling",1,2,1
4,No,Yes,yes,4,"Civ-Mil  - 2020 John J. Rhodes Lecture,Service - Bash the Bug,Service - University of Wyoming Raccoon Project,NGSC Culture - Roadmap to Intersectionality",1,2,1
3,No,No,no,4,"Service - HonorHealth Osborn,Service - HonorHealth Osborn Hospital,Civ-Mil  - Overview of September 11th Nat'l Day of Service and Remembrance and Planning Your Service Project,NGSC Culture - Healthcare Professions Panel hosted by MT 16",1,2,1
2,no,No,yes,4,"Service - DECA State Competition - Presentation Review,Service - DECA Written Review,Civ-Mil  - Leadership as a Public Official During a Crisis,NGSC Culture - Meeting the Moment: The Next Generation of Service",1,2,1
2,no,Yes,no,0,,1,0,1
5,Yes,Yes,yes,4,"Service - Volunteering at Hospice of the Valley,Service - Volunteering at Hospice of the Valley ,NGSC Culture - Volunteering for On Leadership Seminar,Civ-Mil  - Home-Based Activity Webinar ",1,2,0
3,Yes,yes,yes,4,"Service - Phone calls for Bernie ,Service - Phonecalls for Bernie sanders,NGSC Culture - NGSC Sustainability Workshop ,Civ-Mil  - Coronavirus Spreads: What’s New and the Path Forward",1,2,1
5,Yes,Yes,yes,4,"Service - Feed My Starving Children,NGSC Culture - Formal Committee Planning Meeting,Civ-Mil  - Read the Website PBS - The War,Service - Aids Walk",1,2,1
4,Yes,Yes,yes,4,"Service - Making Lunches for Children out of School,Civ-Mil  - Profiles in Service - It Takes A Nation,NGSC Culture - Mission team 3 Meeting,Service - Helping with rocket club website",1,2,1
4,Yes,Yes,yes,4,"Service - Champions are readers,NGSC Culture - In-N-Out Human Trafficking Event,Service - Fraternity Day of Service,Civ-Mil  - Profiles in Service-It Takes a Nation",1,1,0
5,Yes,Yes,yes,5,"NGSC Culture - NGSC Ambassadors ,Service - Barrett Blood Drive ,Civ-Mil  - NGSC Ambassador,Service - Letters to Strangers ,Civ-Mil  - NMUSAF Virtual Tour",1,2,1
3,No,yes,yes,0,,1,2,1
3,Excused,Excused,yes,3,"NGSC Culture -  Meeting the Moment: The Next Generation of Service,Civ-Mil  - Profiles in Service: It Takes a Nation,Service - Served at Feed My Starving Children",1,2,1
3,Yes,YES,yes,4,"Civ-Mil  - Trump and His Generals: The Cost of Chaos,Service - Free Rice,Service - Letters to Strangers,NGSC Culture - Health Care Professionals Panel",0,0,0
3,Yes,Yes,yes,4,"Service - Volunteering with AWANA at Trinity Church,Service - Volunteering with Trinity Church,NGSC Culture - Video calling Fellow NGSC Member,Civ-Mil  - Watching Code of Support Video",1,2,1
3,Yes,Yes,Yes,4,"Civ-Mil  - Profiles in Service - It Takes A Nation,Service - CYOA: College Life at the Mesa Public Library,Service - Writing Letters to Service Members,NGSC Culture - MT 16 Healthcare Professionals Panel video",1,2,1
5,Yes,yes,yes,4,"Civ-Mil  - The 2020 John J Rhodes lecture in public policy and American institutions ,NGSC Culture - Health professions panel ,Service - SMITHSONIAN DIGITAL VOLUNTEER,Service - Invest in us do something ",1,2,1
2,Yes,yes ,yes,4,"NGSC Culture - NGSCxSDAR,Service - Open Door with SPS,Civ-Mil  - Netflix party with civil-mil committee,NGSC Culture - Meeting the Moment: Leadership During a Crisis ",1,2,2
3,Yes,yes,yes ,4,"Service - Project Cure ,NGSC Culture - MIssion Team 2 Human Trafficking Awarness ,Service - Champions Are Readers ,Civ-Mil  - 9/11 Memorial and Museum ",1,3,1
2,no,No,no,0,,1,2,1
5,Yes,Yes,Yes,4,"Service - St. Vincent De Paul,Service - St. Mary's Food Bank,Civ-Mil  - Meeting the Moment: Leadership During a Crisis Panel Series: Leadership in Crisis Planning and Crisis Decision Making,NGSC Culture - The McCain Institute: Next Generation Leaders",1,2,1
5,Yes,Yes,yes,4,"NGSC Culture - Netflix Party ,Civ-Mil  - Leadership During a Crisis Panel Series,Service - Smithsonian Institute - Digital Volunteers,Service - Career Village- Give Career Advice to High School Students Online",1,2,1
4,Yes,Yes,yes,4,"Civ-Mil  - Meeting the Moment: Leadership in Crisis Planning and Crisis Decision Making,Service - SDAR - Outreach Event,Service - SDAR - Outreach Facilitator,NGSC Culture - Open Door Presentation",1,2,1
5,Yes,Yes,yes,4,"NGSC Culture - Open Doors,Service - Open Doors,Civ-Mil  - Civil-Mil Viewing & Discussion,Service - FreeRice",1,2,1
3,Yes,Yes,yes,4,"Civ-Mil  - Meeting the moment: Leadership during a crisis,NGSC Culture - Meeting the moment: leadership during a crisis. Session 2,""Service - Feed my starving children- Libertyville, IL"",""Service - Feed My Starving Children- Mesa, Arizona""",1,2,1
2,Yes,Yes,Yes,4,"NGSC Culture - Ambassador's Committee,Civ-Mil  - Self guided virtual reality tour,Service - Sun Devil Alka Rocketeers,Service - Alka Devil Rocketeers",1,2,1
4,Yes,Yes,yes,4,"Civ-Mil  - Your Tickets for Should we build the Southern Border Wall? - BridgeASU and Better Angels,NGSC Culture - Mission Team #16's Health Professions Panel,Service - Midwest Food Bank,Service -  Distributed Proofreaders Site",1,2,2
2,Yes,No,yes,0,,1,1,1
5,Yes,Yes,yes,4,"Service - Phoenix Allies for Community Health,Service - Phoenix Allies for Community Health,Civ-Mil  - Session 2: Leadership as a Public Official,NGSC Culture - Leadership as a First Responder and a Medical Professional",1,2,1
5,Yes,yes,yes,4,"Civ-Mil  - General Mattis discussion,Service - Feed My Starving Children,Service - Elidia Tirado,NGSC Culture - Events Committee (meeting today)",0,0,0
3,Yes,Yes,yes,4,"NGSC Culture - Mission Team #16's Health Professionals Panel,Civ-Mil  - Student Discussion with General Mattis,Service - CareerVillage,Service - Project Gutenberg - Distributed Proofreaders",0,1,1
5,Yes,Yes,yes,4,"Service - Pillowcase Making,Service - Smithsonian Transcribing,Civ-Mil  - Great Decisions,NGSC Culture - Healthcare Professionals Panel Video",1,2,1
2,YES,Yes,yes,0,,1,2,1
3,Yes,Yes,yes,4,"Civ-Mil  - Netflix Party (Medal of Honor) ,NGSC Culture - McCain Institute’s Next Generation Leaders,Service - Translator,Service - Proofreader",1,2,1
5,No,Yes,yes,4,"NGSC Culture - Service Committee Member Meeting ,Service - Freerice ,Service - Ira A. Fulton School's of Engineering Tour Guide ,""Civ-Mil  -  Meeting the Moment: Leadership During a Crisis Panel Series, Session 2 """,1,2,1
5,Yes,Yes,yes,5,"Civ-Mil  - It takes a nation documentary ,Service - Freerice.com ,Service - Letters to a Stranger ,NGSC Culture - Health Professional Panel ,NGSC Culture - Health professions zoom panel ",1,2,1
2,YES,Yes,yes,4,"NGSC Culture - Healthcare Professions Panel hosted by MT 16,Service - Weekly Volunteering at Radiant Health NMC,Service - Weekly Volunteering at Radiant Health NMC,Civ-Mil  - Profiles in Service - It Takes A Nation",1,3,1
4,Yes,Yes,yes,4,"Service - Feed my Starving Children,Civ-Mil  - To Be of Service,NGSC Culture - NGSC Petting Zoo,Service - Card Making ",1,2,1
2,YES,Yes,yes,4,"Service - Helped Wrap Books for the Rancho Bernardo High School Library ,Civ-Mil  - Trump and His Generals: The Coast of Chaos,NGSC Culture - Meeting the Moment: Leadership During a Crisis Panel Series,Service - Volunteered at a Clinic ",2,3,6
2,no,No,no,0,,1,2,1
4,Yes,yes,yes,4,"NGSC Culture - The McCain Institute virtual gathering,""Service - Earth day """"virtual"""" clean up"",Civ-Mil  - Meeting the Moment,NGSC Culture - NGSC Field Day",1,2,2
4,No,yes,yes,5,"NGSC Culture - Women's March Poster Making,Service - MLK Jr. March on West,Civ-Mil  - LGBTQ Panel ,NGSC Culture - Roadmap to Intersectionality ,Service - Stanford research project ",0,0,0
3,No,Yes,yes,4,"Service - MDTP: Take a Teacher to Lunch,Civ-Mil  - Meeting the Moment: Leadership in Crisis Planning and Crisis Decision Making,NGSC Culture - NGSC Meeting the Moment: Leadership as a First Responder and Medical Professional,Service - FreeRice.com",1,2,1
3,Excused,Excused,yes,4,"NGSC Culture - Prepping for OLS Spring 2020,Service - New City Church Host Team,Civ-Mil  - Meeting the Moment: Leadership as a First Responder and a Medical Professional,Service - Meeting the Moment: The Next Generation of Service",1,3,2
3,Yes,Yes,yes,4,"NGSC Culture - Zoom Town Hall,Service - Cards for Hospitalized Kids,Civ-Mil  - Meeting the Moment: The Next Generation of Service,Service - Crisis Text Line Counselor Training",1,2,2
T3,Yes,Yes,yes,4,"Civ-Mil  - Should the U.S. Build the Southern Border Wall?,NGSC Culture - virtual gathering with the McCain Institute’s Next Generation Leaders,Service - Online Tutoring Through CovED,Service - Virtual Tutoring Through CovEd",1,2,1
4,No,Yes,no,3,"""Service - Mask, Glove, and Meal Distribution"",Civ-Mil  - Leadership as a First Responder and a Medical Professional,NGSC Culture - Netflix Party With Civil Mil Committee",1,2,1
5,Yes,yes,no,5,"NGSC Culture - Video regarding environment,Civ-Mil  - Profiles In Service: It Takes A Nation,Civ-Mil  - Self-guided virtual reality tour of U.S. Army Airborne and Special Operations Museum: Exhibit,Civ-Mil  - Rising Tide: Climate Change and the World's Oceans - Narrated by David Strathairn - Full Episode,Civ-Mil  - It Takes a Nation",2,2,2
2,Yes,Yes,yes,0,,0,0,0
3,Yes,Yes,yes,4,"Service - January 2020 - Building Experiences (Be A Leader High School Workshop),Service - March 2020 - Career Fastpass (Be A Leader March 2020 High School Workshop),Civ-Mil  - Should we build the Southern Border Wall? - BridgeASU and Better Angels,NGSC Culture - Zone Escape Room",1,2,1
4,No,Yes,yes,4,"Civ-Mil  - Meeting the Moment: Leadership During a Crisis Panel Series,NGSC Culture - Leadership as a Public Official ,Service - Music Mentorship,Service - Red Cross Youth Club ",3,3,1
3,Yes,yes,yes,4,"NGSC Culture - Meeting the Moment: The Next Generation of Service ,Civ-Mil  - Profiles in Service - It Takes A Nation,Service - Feed My Starving Children ,Service - Feed My Starving Children ",1,0,1
2,YES,Yes,yes,4,"Service - Padilla Tournament,Service - Padilla Tournament,Civ-Mil  -  Civil-Mil Netflix Party- To be of Service Civil-Mil Netflix Party- To be of Service,Service - Joe Padilla Tournament",1,2,1
4,Yes,Yes,Yes,4,"Service - Antioch Community Church Tech Team,Service - American Red Cross - Puerto Rico Volunteer,NGSC Culture - Next Generation Leaders Virtual Gathering,Civ-Mil  - Virtual Tour of U.S. Air Force National Museum",1,2,1
T3,Yes,yes,yes,4,"Civ-Mil  - Section 8 Civ Mil Event,Service - Garden Work Day,NGSC Culture - Virtual Town Hall,Service - DoSomething.org",1,2,1
5,No,No,no,0,,0,0,0
2,YES,Yes,yes,3,"Service - ACSC,Civ-Mil  - Virtual Pats Run,NGSC Culture - Meeting the Moment; The Next Generation of Service",1,2,1
2,no,Yes,yes,4,"NGSC Culture - Leadership Seminar Volunteer,Service - ASU Swette Center Open Door,Service - Arizona Science Center CREATE Teachers Exploration Day,Civ-Mil  - NMUSAF Virtual Tour",1,2,1
3,Excused,Excused,yes,4,"Civ-Mil  - BridgeASU Debate: Should We Build the Wall,NGSC Culture - Thrivecast Barrett Honors Thesis Modules,Service - Barefoot College India Service,Service - Professional Development Event",1,2,1
5,Yes,yes,yes,4,"NGSC Culture - Attended Zoom meeting of The mission team regarding LGBTQ ,Service - Organization of Resources ,Civ-Mil  - Discussion with NGSC member about the families of fallen american soldiers.,Service - Community game night",0,0,0
4,Yes,Yes,yes,4,"Service - Afternoon With the Veterans at the Arizona State Veteran's Home-Phoenix Tillman Scholars Program,Service - Professional Development for the Tillman Scholars Program,Civ-Mil  - Border Wall Debate - BridgeASU,NGSC Culture - Leadership as a First Responder and a Medical Professional",1,3,1
T3,Yes,Yes,yes,4,"NGSC Culture - Marcus Reid,Service - Marcus Reid,Service - Volunteering Community Garden ,Civ-Mil  - Marcus Reid",1,2,1
4,No,Yes,yes,4,"Service - AAPI Heritage Month Letter Writing,Civ-Mil  - Public Service Academy Speaker Series,NGSC Culture - Thrivecast Commnuity,Service - AAPASC Free Rice Day of Service",1,2,1
2,YES,No,Yes,4,"Service - Library Organization at Cloves C. Campbell Elementary School,Service - Library Organization at Cloves C. Campbell Elementary School,NGSC Culture - ASU Open Door - Build and Launch a Rocket,Civ-Mil  - Meeting the Moment: Leadership in Crisis Planning and Crisis Decision Making",1,2,1
5,Yes,Yes,yes,4,"Service - FreeRice.com,NGSC Culture - Meeting the Moment: The Next Generation of Service,Service - freekibble.com,Civ-Mil  - Self-guided virtual reality tour of U.S. Army Airborne and Special Operations Museum: Exhibit",1,3,2
T3,Yes,yes,yes,4,"NGSC Culture - Share your NGSC Pets!,Service - Volunteering in the development of projects for a club's education website,Service - Volunteering in the development of projects for a club's education website,""Civ-Mil  -  """"Profiles in Service: It Takes a Nation"""" documentary """,1,1,1
5,Yes,yes,yes,4,"Service - St. Vincent de Paul Urban Farm,NGSC Culture - Health Professions Panel,Civ-Mil  - Profiles in Service-It takes a Nation ,Service - Virtual Service- Dash the Bug ",1,2,1
3,Yes,yes,yes,4,"Service - Queen Creek Holiday Festival & Parade,NGSC Culture - Virtual Town Hall,Service - 7 Cups Emotional Support Listener,Civ-Mil  - Meeting the Moment: the Next Generation of Service",1,2,1
2,YES,No,yes,3,"NGSC Culture - Volunteering at on leadership ,Civ-Mil  - Meet the moment ,Service - Volunteering with LDS Young Women ",0,0,0
T2,Yes,No,yes,4,"Service - On leadership,Service - Volunteer teacher,NGSC Culture - On leadership,Civ-Mil  - Panel zoom with president crow and members of McCain institute.",1,2,2
T2,no,Yes,yes,1,Service - High School mentoring,1,3,1
T3,Yes,Yes,no,4,"Civ-Mil  - James Mattis Speech,NGSC Culture - Healthcare professionals Panel Discussion,Service - 3D printing for local nurses at Abrazo West,Service - 3D printing for more local medical professionals",1,2,1
5,excused,excused,yes,4,"Service - Human Trafficking Penny Drive,Civ-Mil  - 2020 Rhodes Evening lecture with General Mattis,NGSC Culture - Ambassador Committee,Service - Gran Gala Dominicana",1,2,1
2,YES,Yes,yes,4,"Service - Food for the Hungry,Service - Feed My Starving Children,Civ-Mil  - Profiles in Service - It Takes A Nation Profiles in Service - It Takes A Nation,NGSC Culture - Healthcare Professionals Panel video",1,2,1
4,Yes,Yes,yes,4,"Service - Graphic Design ,Civ-Mil  - Self-guided virtual reality tour of U.S. Army Airborne and Special Operations Museum,NGSC Culture - Healthcare Professionals Panel video ,Service - Free Rice ",0,0,0
3,Yes,Yes,yes,1,Civ-Mil  - Trump and his Generals: The Cost of Chaos,1,2,1
2,YES,Yes,YES,3,"Civ-Mil  - Meeting the Moment: The Next Generation of Service,Service - Passing out Flyers for Eco Expo for ECO Phx,Service - Smithsonian Transcription",1,2,1
2,no,No,Yes,0,,1,2,1
5,Yes,No,yes,0,,1,1,1
4,Yes,Yes,yes,4,"""Service - MLK Day of Service, ASU Arboretum"",Service - Blue Bag Sorting with Zero Waste ASU,NGSC Culture - NGSCxSDAR,Civ-Mil  -  Profiles in Service - It Takes A Nation Profiles in Service - It Takes A Nation",1,2,1
T2,Yes,yes,Yes,0,,1,2,1
2,Yes,Yes,yes,4,"Civ-Mil  - Bridge ASU Southern Border Wall Debate ,Service - Rock Moving Service Project ,NGSC Culture - Helped Check In Students at ON Leadership ,Service - UN World Food Program: Freerice ",1,2,1
4,Yes,yes,yes,4,"Service - Event Set up Hillel,Service - Gahering Humanity ,Civ-Mil  - Some people need killing speaker event ,NGSC Culture - crimnal justice and security immigrational event ",0,2,1
5,Yes,Yes,yes,4,"Civ-Mil  - Self-guided virtual reality tour of U.S. Army Airborne and Special Operations Museum: Exhibit,Service - Salute to Service - Letter Writing Campaign,NGSC Culture - M2 Culture Event In N Out ,Service - Letters to Strangers ",1,3,1
5,Yes,Yes,yes,5,"Service - CPP 201 Community Impact Lab Field Trip,NGSC Culture - Innovation Committee Meeting,Civ-Mil  - Leadership in Crisis Planning and Crisis Decision Making,Service - Girl Scout Meeting,Service - Girl Scout Meeting",1,2,1
3,No,Yes,yes,4,"Civ-Mil  - Meeting the Moment: Leadership in Crisis Planning and Crisis Decision Making,NGSC Culture - Meeting the Moment: Leadership as a Public Official,Service - Latinx Education Day of Advocacy ,Service - Phone Bank for Care in Action ",0,0,0
2,YES,No,Yes,4,"Civ-Mil  - Peter Bergen talk,Service - Arizona Hemophilia Association Childcare team,Service - Arizona Hemophilia Association Childcare team ,NGSC Culture - Health Professions Panel",1,2,1
3,No,No,yes,4,"Civ-Mil  - Trump and His Generals: the Cost of Chaos,NGSC Culture - Healthcare Professionals Panel,Service - Zooniverse,Service - Amnesty Decoders",1,2,2
3,No,No,yes,4,"NGSC Culture - Women's March,Service - Tutoring,Civ-Mil  - Martha Ryan,Service - Martha Ryan",1,2,1
3,Yes,No,yes,4,"Civ-Mil  - U.S. Air Force National Museum Virtual Tour,Service - FreeRice.com,NGSC Culture - Service Committee Meeting,Service - Making and Packaging Masks for Saipan",1,2,1
3,No,YES,yes,4,"NGSC Culture - Leadership During Crisis,Service - Street Mapping,Service - Operation Worms/ Project Gutenburg/ Distributed Proofreader,Civ-Mil  - History - Veterans' Stories / John McCain in the Military: From Navy Brat to POW",1,2,1
5,Yes,Yes,yes,4,"Service - Engineers Without Borders,Civ-Mil  - Documentary and discussion (code of support),NGSC Culture - Session 1: Leadership in Crisis Planning and Crisis Decision Making,Service - Engineers Without Borders ",1,2,1
5,Yes,Yes,yes,4,"NGSC Culture - Creating Field Day,Service - Search and Rescue,Service - Freerice ,Civ-Mil  - Sandboxx Letters to the Military ",1,2,1
5,Yes,Yes,yes,5,"Civ-Mil  - Leadership as a Public Official,Service - Welcome to America Deliveries,NGSC Culture - Essays and Interviews for Ambassadors Committee,Service - Welcome to America Deliveries ,NGSC Culture - Ambassadors Comittee",1,2,1
5,Yes,Yes,yes,4,"NGSC Culture - Women's March,Service - Haley Elementary- Volunteer,Service - Free Rice,Civ-Mil  - Profiles in Service: It Takes a Nation",1,2,0
3,Yes,Yes,yes,3,"Service - Zooniverse Bash the Bug,NGSC Culture - Participation in PSA Civil Servants Commitee,Civ-Mil  - Sandboxx",1,2,1
T2,YES,Yes,yes,4,"Service - Letters Against Depression,Service - Grateful Hearts Free Meals,""Civ-Mil  - Home Base, Veteran and Family Care"",NGSC Culture - Transfer Zoom Night",1,2,1
4,No,Yes,yes,4,"Civ-Mil  - Border wall debate,NGSC Culture - Mission team 14 health care zoom meeting,Service - Smithsonian Transcription,Service - Smithsonian Transciption ",1,2,1
2,Yes,Yes,yes,4,"Service - Feed My Starving Children ,Service - Borderlands POWWOW,Civ-Mil  - Profiles in Service ,NGSC Culture - Healthcare Professionals Panel video ",1,2,1
4,Yes,Yes,yes,4,"NGSC Culture - Day in the Life,Civ-Mil  - Student Discussion with General Mattis,Service - Feed My Starving Children,Service - Community Service Live! Presents: The Uninformed States of America",1,2,1
3,Yes,Yes,yes,5,"Service - Tabling for Human Trafficking Awareness Month,Service - YouthMappers,Service - YouthMappers online mapping,Civ-Mil  - Attended remote PT ,NGSC Culture - Travel the World virtually",1,2,1
3,Yes,Yes,yes,4,"Civ-Mil  - Profiles in Service-It Takes A Nation,Service - Zooniverse- Galaxy Zoo: Clump Scout,NGSC Culture - Healthcare Professionals Panel Zoom Sessiom,Service - Operations Warm- Smithsonian Transcriptions",1,2,2
3,Yes,Yes,yes,4,"Civ-Mil  - Bridge ASU Civil Debate (Border Wall),Service - Aya Jamal??,NGSC Culture - Healthcare Professionals Panel (pre-recorded zoom),Service - Taiki Matsuda",1,2,1
3,Excused,Excused,yes,4,"NGSC Culture - Ambassador committee,Service - Arizona List Breakfast,""Service - Curriculum Creation, The Institute for Civic Organizing (TICO) "",Civ-Mil  - James Rhodes Lecture with General Mattis",1,2,0
5,Yes,yes,yes,6,"Service - Smithsonian Digital Volunteers: Transcription Center,NGSC Culture - Health Professions Panel Zoom Meeting,Service - Project Implicit Harvard Study,Service - FreeRice.com,Civ-Mil  - Letters to Soldiers,NGSC Culture - NGSC Netflix Party",1,2,1
5,Yes,Yes,no,4,"NGSC Culture - NGSCxSDR,Service - Food Preparation,Service - Food Preparation ,Civ-Mil  - Tejas Singh",0,0,0
4,No,No,yes,3,"Civ-Mil  -  Meeting the Moment: The Next Generation of Service.  ,NGSC Culture - Leadership as a First Responder and a Medical Professional,Service - Mentoring",0,0,0
4,No,Yes,yes,4,"NGSC Culture - Tabling for Human Trafficking ,Service - Banner Hopsital volunteering ,Service - Banner volunteering ,Civ-Mil  - James mattis speech",1,2,1
5,Yes,Yes,yes,4,"Service - Page Turners,""Civ-Mil  - """"Profiles in Service - It Takes A Nation"""" Documentary"",NGSC Culture - Health Care Professionals Panel Video,Service - FreeRice.com",1,2,1
5,Yes,Yes,yes,4,"Civ-Mil  - Child Holocaust Survivor's Story,Service - CHANGEMAKER Acts of Kindness at West ,Service - Bash the Bug via Zooniverse,NGSC Culture - Meeting the Moment: Leadership During a Crisis",1,2,1
4,No,No,yes,5,"Service - Feed My Starving Children,Service - Feed My Starving Children,Service - Feed My Starving Children,Civ-Mil  - Profiles in Service - It Takes A Nation,NGSC Culture - Healthcare Professionals Panel",1,2,1
2,YES,yes,no,3,"Service - Hospital Volunteering,Service - Hospital Volunteering,NGSC Culture - On Leadership Seminar Helping",1,2,1
5,Yes,Yes,yes,4,"Service - Rumala Seva,Service - Rumala Seva,Civ-Mil  - Profiles in Service - It Takes A Nation,NGSC Culture - NGSCxSDAR",1,3,1
T3,Yes,Yes,yes,4,"Service - ASU Changemaker Pack & Sort St. Mary's Food Bank,NGSC Culture - Volunteering for On Leadership Prep,Service - Waste Management,Civ-Mil  - NGSC Civ Mil Gen. John J. Rhodes Lecture",1,2,1
2,no,Yes,yes,5,"NGSC Culture - Facetime with fellow NGSC peers,Service - Delta Zeta Duke Out,Service - Pancake Dinner,Civ-Mil  - Self-guided virtual reality tour of U.S. Army Airborne and Special Operations Museum: Exhibit,Civ-Mil  - Meeting the Moment: The Next Generation of Service Virtual Panel",1,2,1
5,Yes,Yes,yes,4,"Service - Puppy Tinder,NGSC Culture - Events Committee,Civ-Mil  - Profiles in Service - It Takes A Nation,Service - Freerice.com",1,2,1
5,Yes,yes,yes,0,,1,2,1
3,Yes,Yes,yes,4,"Service - Tabling for Mission Team 2,NGSC Culture - Health Professions Panel,Service - Freerice,Civ-Mil  - Leadership in Crisis Planning and Crisis Decision Making Panel",2,2,1
5,No,No,no,0,,1,2,1
3,No,No,no,0,,1,2,1
3,No,yes,Yes!,4,"Service - Feed My Starving Children,Service - Yard work,Civ-Mil  - Leadership in Crisis Planning and Crisis Decision Making,NGSC Culture - Leadership as a Public Official During a Crisis",1,2,1
2,YES,Yes,yes,0,,1,2,1
2,YES,Yes,no,5,"Civ-Mil  - “Leadership in Crisis Planning and Crisis Decision Making”,""NGSC Culture - Seminar Series, Measuring Impacts in Global Engineering"",Service - Open Door,Service - Fulton Career Fair,NGSC Culture - Meeting the Moment: Leadership During a Crisis Panel Series; Leadership as a first responder and medical professional",1,2,1
5,Yes,yes,yes,4,"Service - volunteering at food bank,Service - volunteering at food bank,NGSC Culture - healthcare professionals panel video,Civ-Mil  - netflix party - to be of service",0,0,0
5,Yes,Yes,yes,4,"Service - UMOM Read to Me Event ,Service - Feed My Starving Children,NGSC Culture - NGSC Ambassador Committee ,Civ-Mil  - Profiles in Service: It Takes a Nation",1,2,1
2,YES,Yes,yes,0,,1,2,1
5,No,No,no,0,,1,2,1
4,Yes,Yes,yes,3,"Civ-Mil  - virtual reality tour of U.S. Army Airborne and Special Operations Museum,NGSC Culture - Leadership in Crisis Planning and Crisis Decision Making Zoom recording,Service - dogfest",1,2,1
T3,Yes,yes,yes,4,"""Civ-Mil  - John J. Rhodes Lecture, General James N Mattis"",NGSC Culture - Healthcare Professionals Panel video and/or articles,Service - Project Guttenburg,Service - FreeRice.com",1,2,1
4,No,Yes,YES!,4,"Service - Volunteer at Project CURE,Service - Robotics tournament,Civ-Mil  - Civmil Video Discussion,NGSC Culture - Health Professions Panel",1,2,1
2,YES,yes,yes,3,"Service - Volunteering with Comprehensive Hospice and Palliative Care,Civ-Mil  - Profiles In Service - It Takes A Nation,Service - Meeting the Moment: The Next Generation of Service",1,2,1
T2,Yes,Yes,yes,0,,0,0,0
2,YES,Yes,yes,4,"NGSC Culture - NGSC On-Leadership Leadership Panel Speaking,Service - PCSN Celebrity Golf Tournament ,Service - PCSN Knife Fight Benefit Events (multiple throughout January/February) ,Civ-Mil  - Meeting the Moment: Leadership During a Crisis Panel Series ",1,2,1
5,Yes,Yes,yes,4,"""Service - Freerice, World Food Programme"",Civ-Mil  - Public Service Academy's Meeting the Moment: Leadership During a Crisis panel session 3,Service - Transcribing text for Smithsonian Transcription Center,NGSC Culture - Meeting the Moment: Leadership During a Crisis panel session 2",1,2,1
